고유번호,시설명,담당구,주소,연락처,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부
29,암사동선사주거지,용산구,올림픽로 875 (암사동),02-3425-6520,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y
9,창경궁,종로구,창경궁로 185,02-762-4868,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y
3,푸른수목원,구로구,연동로 240,02-2686-3200,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y
176,숙명여대 박물관,용산구,청파로47길 100 숙명여자대학교 내,02-710-9134,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
149,헬로우뮤지움,성동구,금호로 72,02-3217-4222,N,N,N,N,N,N,N,N,N,N,N,N
14,독립공원,서대문구,통일로251,02-364-4686,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y
4,월드컵공원,마포구,월드컵로 243-60,02-300-5500,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N
16,어린이대공원,광진구,능동로 216,02-450-9311,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y
8,창덕궁,종로구,율곡로 99,02-762-8261,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
102,겸재정선미술관,강서구,양천로47길 36,02-2659-2206,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y
151,PKM 갤러리,종로구,삼청로7길 40,02-734-9467,N,N,N,N,N,N,N,N,N,N,N,N
168,몽촌역사관,송파구,올림픽로 424,02-2152-5900,Y,Y,Y,N,Y,N,N,N,N,N,N,Y
175,국립중앙박물관,용산구,서빙고로 137,02-2077-9000,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
177,백범김구기념관,용산구,임정로 26,02-799-3400,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
48,몽촌토성,송파구,올림픽로 424,02-410-1114,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y
140,영등포아트홀,영등포구,국회대로 596 영등포구민회관,02-2670-4020,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N
155,창동레지던시,도봉구,덕릉로257,02-995-0995,Y,Y,Y,N,Y,N,N,N,N,N,N,Y
13,경희궁,종로구,새문안로 55,02-724-0274,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y
150,씽크씽크미술관,강남구,봉은사로68길 19,02-562-9611,Y,Y,Y,Y,N,N,N,N,N,N,N,Y
157,경희대학교 한의학역사박물관,동대문구,경희대로 26 경희대학교 한의과대학,02-964-3190,N,N,N,N,N,N,N,N,N,N,N,N
158,난지미술창작스튜디오,마포구,하늘공원로 108-1,02-308-1071,Y,Y,Y,N,N,N,N,N,N,N,N,Y
164,전기박물관,서초구,효령로72길 60 한전아트센터 내,02-2105-8190,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
169,서울올림픽기념관,송파구,올림픽로 448 올림픽회관 서울올림픽기념관,02-410-1354,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
180,갤러리룩스,종로구,필운대로7길 12,02-720-8488,Y,Y,Y,N,N,N,N,N,N,N,N,Y
195,안중근의사기념관,중구,소월로 91,02-3789-1016,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
199,종이나라박물관,중구,장충단로 166,02-2279-7901,Y,Y,Y,Y,N,N,N,N,N,N,N,Y
17,서울숲,성동구,뚝섬로 273,02-460-2905,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y
152,카이스갤러리,강남구,언주로174길 13,02-511-0668,Y,Y,Y,Y,N,N,N,N,N,N,N,Y
154,서울시민 광나루안전체험관,광진구,능동로 238 (능동),02-2049-4061,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
165,윤봉길 의사 기념관,서초구,매헌로 99,02-557-9932,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
166,롯데월드 민속박물관,송파구,올림픽로 240,02-411-4761~5,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
178,One  (원앤제이) 갤러리,종로구,북촌로 31-14,02-745-1644,Y,Y,Y,N,N,N,N,N,N,N,N,Y
185,목인박물관,종로구,인사동11길 20,02-722-5066,Y,Y,Y,N,N,N,N,N,N,N,N,Y
191,서울시립미술관,중구,덕수궁길 61(서소문동 37),02-2124-8800,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
194,한국은행 본관 (화폐금융박물관),중구,남대문로 39,02-759-4881,N,N,N,Y,Y,N,N,N,N,N,N,Y
99,송은갤러리,강남구,영동대로 421 삼탄 빌딩 (대치동),02-3448-0100,N,Y,N,Y,N,N,N,N,N,N,N,N
6,양재시민의숲,서초구,매헌로 99,02-575-3895,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
12,경복궁,종로구,사직로 161,02-3700-3900,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y
7,운현궁,종로구,삼일대로 464(운니동),02-766-9090,Y,N,Y,N,Y,N,N,Y,N,N,N,Y
1,여의도공원,영등포구,여의공원로 68,02-761-4078,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y
5,보라매공원,동작구,여의대방로 20길 33,02-2181-1183,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y
106,서울시립 남서울 미술관,관악구,남부순환로 2076,02-598-6247,Y,N,N,N,Y,N,N,N,N,N,N,N
186,북촌문화센터,종로구,계동길 37,02-2133-1371,Y,Y,Y,N,N,N,N,N,N,N,N,Y
192,덕수궁미술관,중구,세종대로 99 국립현대미술관 덕수궁관,02-2022-0600,Y,Y,Y,N,Y,N,N,N,N,N,N,Y
70,흥인지문,종로구,종로 288,02-2148-1844,Y,N,N,N,N,N,N,N,N,N,N,N
147,예화랑,강남구,압구정로12길 18,02-542-5543,Y,Y,Y,Y,N,N,N,N,N,N,N,Y
2,선유도공원,영등포구,선유로 343,02-2631-9368,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y
10,북서울꿈의숲,강북구,월계로 173,02-2289-4001,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y
96,호림박물관(신사분관),강남구,도산대로 317,02-541-3523,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y
162,예술의 전당 한가람미술관,서초구,남부순환로 2406,02-580-1300,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
188,삼성출판박물관,종로구,비봉길 2-2,02-394-6544,Y,Y,Y,N,N,N,N,N,N,N,N,Y
190,청계천 베를린광장,중구,청계천로 86,,N,N,N,N,N,N,N,N,N,N,N,N
200,배재학당역사박물관,중구,서소문로11길 19 배재정동빌딩 동관,02-319-5578,Y,Y,Y,N,N,N,N,N,N,N,N,Y
193,신당창작아케이드,중구,마장로 87 신당지하쇼핑센터(중앙시장 내),02-2232-8833,Y,Y,Y,N,Y,N,N,N,N,N,N,Y
18,중랑캠핑숲,중랑구,망우로 87길 110,02-434-4371,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
15,덕수궁,중구,세종대로 99,02-771-9951,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y
160,최규하 대통령가옥,마포구,동교로 15길10,02-3144-2038,Y,Y,Y,N,N,N,N,N,N,N,N,Y
161,서대문형무소역사관,서대문구,현저동 101,02-360-8584,Y,Y,Y,N,Y,N,N,N,N,N,N,Y
182,가회박물관,종로구,북촌로 12길 17,02-741-0466,Y,Y,Y,N,N,N,N,N,N,N,N,Y
198,손기정기념관,중구,손기정로 101 손기정체육공원 內,02-364-1936,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
71,창의문,종로구,창의문로 118,02-730-9924,N,N,N,N,N,N,N,N,N,N,N,N
184,동림매듭박물관,종로구,북촌로12길 10,02-3673-2778,Y,Y,Y,N,N,N,N,N,N,N,N,Y
189,춘원당 한방박물관,종로구,돈화문로 9길 27,02-3672-2005,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y
26,국립4.19민주묘지,강북구,4.19로8길 17,02-996-0419,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y
81,환구단,중구,소공로 106,02-3396-5880,N,N,N,N,N,N,N,N,N,N,N,N
